term_id,term_str,n,num,stop,p_stem,pos_max
2700,denied,16,0,0,deni,VBN
2701,denny,12,0,0,denni,NNP
2702,denominated,1,0,0,denomin,VBD
2703,denomination,2,0,0,denomin,NN
2704,denote,1,0,0,denot,VB
2705,denoted,2,0,0,denot,VBD
2706,deny,12,0,0,deni,VB
2707,denying,1,0,0,deni,VBG
2708,depart,4,0,0,depart,VB
2709,departed,5,0,0,depart,JJ
2710,departure,22,0,0,departur,NN
2711,departures,1,0,0,departur,NNS
2712,depend,50,0,0,depend,VB
2713,dependant,2,0,0,depend,JJ
2714,depended,19,0,0,depend,VBN
2715,dependence,19,0,0,depend,NN
2716,dependent,3,0,0,depend,JJ
2717,depending,3,0,0,depend,VBG
2718,depends,2,0,0,depend,VBZ
2719,deplorable,1,0,0,deplor,JJ
2720,deplore,1,0,0,deplor,VB
2721,deplored,2,0,0,deplor,VBD
2722,deportment,3,0,0,deport,NN
2723,depose,1,0,0,depos,VB
2724,deposit,1,0,0,deposit,VB
2725,depravity,1,0,0,deprav,NN
2726,deprecated,2,0,0,deprec,VBD
2727,depreciate,1,0,0,depreci,VB
2728,depreciating,1,0,0,depreci,VBG
2729,depreciation,1,0,0,depreci,NN
2730,depress,1,0,0,depress,VB
2731,depressed,3,0,0,depress,JJ
2732,depressing,1,0,0,depress,VBG
2733,depression,2,0,0,depress,NN
2734,deprive,1,0,0,depriv,VB
2735,deprived,8,0,0,depriv,VBN
2736,depriving,1,0,0,depriv,VBG
2737,deranged,1,0,0,derang,RB
2738,derbyshire,24,0,0,derbyshir,NNP
2739,derision,2,0,0,deris,NN
2740,derive,4,0,0,deriv,VB
2741,derived,6,0,0,deriv,VBD
2742,derives,1,0,0,deriv,VBZ
2743,deriving,3,0,0,deriv,VBG
2744,derogatory,1,0,0,derogatori,NN
2745,descend,3,0,0,descend,VB
2746,descended,4,0,0,descend,VBN
2747,descending,2,0,0,descend,VBG
2748,descent,6,0,0,descent,NN
2749,describe,13,0,0,describ,VB
2750,described,16,0,0,describ,VBN
2751,describing,12,0,0,describ,VBG
2752,descried,2,0,0,descri,VBN
2753,description,21,0,0,descript,NN
2754,descriptions,2,0,0,descript,NN
2755,descriptive,1,0,0,descript,JJ
2756,desert,4,0,0,desert,VB
2757,deserted,8,0,0,desert,VBN
2758,desertion,2,0,0,desert,NN
2759,deserts,3,0,0,desert,VBZ
2760,deserve,26,0,0,deserv,VB
2761,deserved,18,0,0,deserv,VBN
2762,deservedly,2,0,0,deservedli,RB
2763,deserves,9,0,0,deserv,VBZ
2764,deserving,8,0,0,deserv,NN
2765,design,25,0,0,design,NN
2766,designed,13,0,0,design,VBN
2767,designedly,2,0,0,designedli,NNP
2768,designing,1,0,0,design,VBG
2769,designs,8,0,0,design,NNS
2770,designto,1,0,0,designto,JJ
2771,desirable,26,0,0,desir,JJ
2772,desirableness,2,0,0,desir,NN
2773,desirably,1,0,0,desir,RB
2774,desire,69,0,0,desir,NN
2775,desired,18,0,0,desir,VBD
2776,desires,4,0,0,desir,VBZ
2777,desiresplendid,1,0,0,desiresplendid,JJ
2778,desiring,3,0,0,desir,VBG
2779,desirous,15,0,0,desir,JJ
2780,desist,1,0,0,desist,VB
2781,desolate,2,0,0,desol,NN
2782,despair,15,0,0,despair,NN
2783,despaired,5,0,0,despair,VBN
2784,despatch,3,0,0,despatch,NN
2785,despatched,1,0,0,despatch,VBN
2786,despatches,1,0,0,despatch,NN
2787,desperate,10,0,0,desper,JJ
2788,desperately,1,0,0,desper,JJ
2789,desperation,2,0,0,desper,NN
2790,despicable,2,0,0,despic,JJ
2791,despicably,1,0,0,despic,RB
2792,despise,5,0,0,despis,VB
2793,despised,5,0,0,despis,VBN
2794,despises,1,0,0,despis,VBZ
2795,despising,2,0,0,despis,VBG
2796,despondence,3,0,0,despond,NN
2797,despondency,1,0,0,despond,NN
2798,desponding,6,0,0,despond,JJ
2799,dessert,1,0,0,dessert,NN
2800,destination,2,0,0,destin,NN
2801,destined,3,0,0,destin,VBN
2802,destiny,2,0,0,destini,NN
2803,destitute,1,0,0,destitut,JJ
2804,destroy,3,0,0,destroy,VB
2805,destroyed,11,0,0,destroy,VBN
2806,destroyer,2,0,0,destroy,NN
2807,destroying,2,0,0,destroy,VBG
2808,destroys,1,0,0,destroy,VBZ
2809,destruction,4,0,0,destruct,NN
2810,destructive,1,0,0,destruct,JJ
2811,detached,4,0,0,detach,VBN
2812,detaching,3,0,0,detach,VBG
2813,detachment,1,0,0,detach,NN
2814,detail,7,0,0,detail,NN
2815,detailed,1,0,0,detail,JJ
2816,detailing,3,0,0,detail,VBG
2817,details,3,0,0,detail,NNS
2818,detain,8,0,0,detain,VB
2819,detained,10,0,0,detain,VBN
2820,detaining,3,0,0,detain,VBG
2821,detect,1,0,0,detect,VB
2822,detected,4,0,0,detect,VBN
2823,detecting,1,0,0,detect,VBG
2824,detection,8,0,0,detect,NN
2825,deter,1,0,0,deter,VB
2826,determinate,1,0,0,determin,NN
2827,determinateness,1,0,0,determin,NN
2828,determination,6,0,0,determin,NN
2829,determine,23,0,0,determin,VB
2830,determined,100,0,0,determin,VBN
2831,determining,5,0,0,determin,VBG
2832,detest,7,0,0,detest,VBP
2833,detestable,4,0,0,detest,JJ
2834,detestation,1,0,0,detest,VBZ
2835,detested,1,0,0,detest,NN
2836,detesting,1,0,0,detest,VBG
2837,develope,1,0,0,develop,VB
2838,developement,2,0,0,develop,NN
2839,developing,1,0,0,develop,NN
2840,development,2,0,0,develop,NN
2841,device,1,0,0,devic,VBZ
2842,devices,1,0,0,devic,NNS
2843,devil,5,0,0,devil,NN
2844,devilish,2,0,0,devilish,JJ
2845,devise,2,0,0,devis,VB
2846,devised,2,0,0,devis,NN
2847,devizes,1,0,0,deviz,NNP
2848,devoid,1,0,0,devoid,NN
2849,devoirs,1,0,0,devoir,NN
2850,devolve,1,0,0,devolv,VB
2851,devote,2,0,0,devot,VB
2852,devoted,10,0,0,devot,VBD
2853,devotedly,1,0,0,devotedli,VBP
2854,devoting,1,0,0,devot,VBG
2855,devotion,4,0,0,devot,NN
2856,devotions,1,0,0,devot,NNS
2857,devourer,1,0,0,devour,NN
2858,dexterity,1,0,0,dexter,NN
2859,dialogue,5,0,0,dialogu,NN
2860,diamonds,1,0,0,diamond,NN
2861,dick,3,0,0,dick,NNP
2862,dictate,4,0,0,dictat,VB
2863,dictated,4,0,0,dictat,VBN
2864,dictates,1,0,0,dictat,NNS
2865,dictating,2,0,0,dictat,VBG
2866,dictatorial,2,0,0,dictatori,JJ
2867,diction,1,0,0,diction,NN
2868,did,735,0,1,did,VBD
2869,didand,1,0,0,didand,NN
2870,didi,1,0,0,didi,JJ
2871,die,11,0,0,die,VB
2872,died,15,0,0,die,VBD
2873,dies,1,0,0,die,NN
2874,differ,2,0,0,differ,VBP
2875,differed,3,0,0,differ,VBD
2876,difference,66,0,0,differ,NN
2877,differences,3,0,0,differ,NNS
2878,different,119,0,0,differ,JJ
2879,differently,21,0,0,differ,RB
2880,differentwill,1,0,0,differentwil,JJ
2881,differing,3,0,0,differ,VBG
2882,difficult,26,0,0,difficult,JJ
2883,difficulties,28,0,0,difficulti,NNS
2884,difficulty,39,0,0,difficulti,NN
2885,diffidence,10,0,0,diffid,NN
2886,diffident,1,0,0,diffid,JJ
2887,diffuse,2,0,0,diffus,NN
2888,diffused,5,0,0,diffus,VBD
2889,diffusely,1,0,0,diffus,RB
2890,diffuseness,1,0,0,diffus,NN
2891,diffusion,1,0,0,diffus,NN
2892,dignified,8,0,0,dignifi,JJ
2893,dignifies,1,0,0,dignifi,VBZ
2894,dignity,22,0,0,digniti,NN
2895,digression,2,0,0,digress,NN
2896,digressions,1,0,0,digress,NNS
2897,dilapidations,1,0,0,dilapid,NN
2898,dilatory,2,0,0,dilatori,JJ
2899,diligence,5,0,0,dilig,NN
2900,diligently,1,0,0,dilig,RB
2901,dim,1,0,0,dim,JJ
2902,dimensions,3,0,0,dimens,NNS
2903,diminished,1,0,0,diminish,VBD
2904,diminution,3,0,0,diminut,NN
2905,dimity,1,0,0,dimiti,NN
2906,dimly,1,0,0,dimli,RB
2907,dimness,1,0,0,dim,NN
2908,dine,32,0,0,dine,VB
2909,dined,14,0,0,dine,VBD
2910,dines,4,0,0,dine,VBZ
2911,dining,10,0,0,dine,VBG
2912,diningparlour,12,0,0,diningparlour,NN
2913,diningroom,11,0,0,diningroom,NN
2914,diningtable,1,0,0,diningt,JJ
2915,dinner,82,0,0,dinner,NN
2916,dinnerbell,1,0,0,dinnerbel,NN
2917,dinnerhour,1,0,0,dinnerhour,NN
2918,dinnerparty,1,0,0,dinnerparti,NN
2919,dinners,5,0,0,dinner,NNS
2920,dinnersuch,1,0,0,dinnersuch,JJ
2921,dinnertable,2,0,0,dinnert,NN
2922,dinnertime,5,0,0,dinnertim,JJ
2923,dinnervisit,1,0,0,dinnervisit,NN
2924,dint,3,0,0,dint,NN
2925,direct,19,0,0,direct,JJ
2926,directed,25,0,0,direct,VBN
2927,directing,7,0,0,direct,VBG
2928,direction,22,0,0,direct,NN
2929,directions,11,0,0,direct,NNS
2930,directly,91,0,0,directli,RB
2931,direful,1,0,0,dire,JJ
2932,dirt,14,0,0,dirt,NN
2933,dirty,14,0,0,dirti,JJ
2934,disabled,1,0,0,disabl,VBD
2935,disadvantage,7,0,0,disadvantag,NN
2936,disadvantages,5,0,0,disadvantag,NNS
2937,disagree,1,0,0,disagre,VB
2938,disagreeable,40,0,0,disagre,JJ
2939,disagreeably,1,0,0,disagre,VB
2940,disagreed,1,0,0,disagre,NNS
2941,disagreement,5,0,0,disagr,NN
2942,disagreements,2,0,0,disagr,NN
2943,disallow,1,0,0,disallow,VB
2944,disappearance,1,0,0,disappear,NN
2945,disappeared,2,0,0,disappear,VBN
2946,disappoint,7,0,0,disappoint,VB
2947,disappointed,36,0,0,disappoint,JJ
2948,disappointing,4,0,0,disappoint,VBG
2949,disappointment,60,0,0,disappoint,NN
2950,disappointments,4,0,0,disappoint,NNS
2951,disapprobation,16,0,0,disapprob,NN
2952,disapprove,3,0,0,disapprov,VB
2953,disapproved,2,0,0,disapprov,NN
2954,disapproving,1,0,0,disapprov,NN
2955,disarm,1,0,0,disarm,NN
2956,disarmed,1,0,0,disarm,VBN
2957,disaster,1,0,0,disast,NN
2958,disbelieving,1,0,0,disbeliev,VBG
2959,discern,8,0,0,discern,VB
2960,discerned,7,0,0,discern,VBD
2961,discernible,1,0,0,discern,JJ
2962,discerning,5,0,0,discern,VBG
2963,discernment,7,0,0,discern,NN
2964,discernmenti,1,0,0,discernmenti,NN
2965,discharge,2,0,0,discharg,NN
2966,discharged,3,0,0,discharg,JJ
2967,discharging,2,0,0,discharg,VBG
2968,discipline,1,0,0,disciplin,NN
2969,disclaim,1,0,0,disclaim,VB
2970,disclaimed,4,0,0,disclaim,VBD
2971,disclaiming,1,0,0,disclaim,VBG
2972,disclose,1,0,0,disclos,VB
2973,disclosed,1,0,0,disclos,VBN
2974,disclosure,2,0,0,disclosur,NN
2975,discomfort,2,0,0,discomfort,NN
2976,discompose,1,0,0,discompos,VB
2977,discomposed,5,0,0,discompos,VBP
2978,discomposure,4,0,0,discomposur,NN
2979,disconcert,2,0,0,disconcert,VB
2980,disconcerted,4,0,0,disconcert,JJ
2981,discontent,6,0,0,discont,NN
2982,discontented,4,0,0,discont,VBN
2983,discontentedness,1,0,0,discontented,NN
2984,discontinuance,1,0,0,discontinu,VBP
2985,discontinued,1,0,0,discontinu,JJ
2986,discourage,2,0,0,discourag,VB
2987,discouraged,4,0,0,discourag,VBN
2988,discouragement,2,0,0,discourag,NN
2989,discourse,15,0,0,discours,NN
2990,discourses,2,0,0,discours,NN
2991,discover,16,0,0,discov,VB
2992,discovered,13,0,0,discov,VBN
2993,discovering,6,0,0,discov,VBG
2994,discovers,1,0,0,discov,VBZ
2995,discovery,13,0,0,discoveri,NN
2996,discoveryyet,1,0,0,discoveryyet,JJ
2997,discredit,5,0,0,discredit,NN
2998,discreditable,1,0,0,discredit,JJ
2999,discreet,2,0,0,discreet,JJ
3000,discreeter,1,0,0,discreet,NN
3001,discretion,17,0,0,discret,NN
3002,discrimination,2,0,0,discrimin,NN
3003,discuss,5,0,0,discuss,VB
3004,discussed,7,0,0,discuss,VBD
3005,discussing,2,0,0,discuss,VBG
3006,discussion,20,0,0,discuss,NN
3007,disdain,8,0,0,disdain,NN
3008,disdained,4,0,0,disdain,VBN
3009,disdaining,1,0,0,disdain,VBG
3010,diseased,1,0,0,diseas,NN
3011,disengage,2,0,0,disengag,VB
3012,disengaged,9,0,0,disengag,VBN
3013,disesteem,1,0,0,disesteem,NN
3014,disfavour,1,0,0,disfavour,NN
3015,disgrace,22,0,0,disgrac,NN
3016,disgraced,2,0,0,disgrac,JJ
3017,disgraceful,6,0,0,disgrac,JJ
3018,disgracing,2,0,0,disgrac,VBG
3019,disguise,7,0,0,disguis,NN
3020,disguised,1,0,0,disguis,RB
3021,disgust,10,0,0,disgust,NN
3022,disgusted,5,0,0,disgust,VBN
3023,disgusting,5,0,0,disgust,NN
3024,dish,6,0,0,dish,NN
3025,dishabille,1,0,0,dishabil,NN
3026,disheartened,3,0,0,dishearten,VBN
3027,dishes,3,0,0,dish,NNS
3028,dishonestfor,1,0,0,dishonestfor,JJ
3029,dishonesty,1,0,0,dishonesti,JJ
3030,dishonourable,2,0,0,dishonour,JJ
3031,dishonourably,1,0,0,dishonour,RB
3032,disinclination,6,0,0,disinclin,NN
3033,disinclined,3,0,0,disinclin,VBN
3034,disinterested,13,0,0,disinterest,JJ
3035,disinterestedly,1,0,0,disinterestedli,RB
3036,disinterestedness,3,0,0,disinterested,NN
3037,disjointed,1,0,0,disjoint,VBD
3038,dislike,38,0,0,dislik,NN
3039,disliked,6,0,0,dislik,VBD
3040,dislikes,1,0,0,dislik,VBZ
3041,disliking,2,0,0,dislik,NN
3042,dismal,2,0,0,dismal,JJ
3043,dismay,4,0,0,dismay,NN
3044,dismiss,1,0,0,dismiss,VB
3045,dismissal,3,0,0,dismiss,NN
3046,dismissed,9,0,0,dismiss,VBN
3047,dismissing,1,0,0,dismiss,VBG
3048,dismission,1,0,0,dismiss,NN
3049,dismount,1,0,0,dismount,VB
3050,disobedience,1,0,0,disobedi,NN
3051,disoblige,1,0,0,disoblig,VB
3052,disobliging,2,0,0,disoblig,VBG
3053,disorder,5,0,0,disord,NN
3054,disordered,1,0,0,disord,JJ
3055,disorders,1,0,0,disord,NNS
3056,disparagement,1,0,0,disparag,NN
3057,dispatch,1,0,0,dispatch,NN
3058,dispatched,7,0,0,dispatch,VBD
3059,dispel,1,0,0,dispel,VB
3060,dispelling,1,0,0,dispel,VBG
3061,dispense,5,0,0,dispens,VB
3062,disperse,3,0,0,dispers,VB
3063,dispersed,4,0,0,dispers,VBN
3064,dispirited,1,0,0,dispirit,JJ
3065,displace,2,0,0,displac,VB
3066,display,11,0,0,display,NN
3067,displayed,5,0,0,display,VBD
3068,displaying,3,0,0,display,VBG
3069,displease,4,0,0,displeas,VB
3070,displeased,15,0,0,displeas,JJ
3071,displeasure,21,0,0,displeasur,NN
3072,disposal,7,0,0,dispos,NN
3073,dispose,4,0,0,dispos,VB
3074,disposed,37,0,0,dispos,VBN
3075,disposing,1,0,0,dispos,VBG
3076,disposition,68,0,0,disposit,NN
3077,dispositions,7,0,0,disposit,NNS
3078,disproportion,1,0,0,disproport,NN
3079,disproportionate,1,0,0,disproportion,NN
3080,disputable,1,0,0,disput,NN
3081,dispute,6,0,0,disput,VB
3082,disputes,1,0,0,disput,NN
3083,disqualified,1,0,0,disqualifi,VBD
3084,disquiet,1,0,0,disquiet,NN
3085,disquieted,1,0,0,disquiet,VBN
3086,disquisition,1,0,0,disquisit,NN
3087,disregarded,4,0,0,disregard,NN
3088,disregardedwhy,1,0,0,disregardedwhi,JJ
3089,disrespect,5,0,0,disrespect,NN
3090,disrespectful,4,0,0,disrespect,JJ
3091,disrespectfully,2,0,0,disrespect,RB
3092,dissatisfaction,2,0,0,dissatisfact,NN
3093,dissatisfied,9,0,0,dissatisfi,JJ
3094,dissemble,1,0,0,dissembl,VB
3095,dissent,1,0,0,dissent,VB
3096,dissenting,1,0,0,dissent,VBG
3097,disservice,3,0,0,disservic,NN
3098,dissimilar,3,0,0,dissimilar,JJ
3099,dissimilarity,3,0,0,dissimilar,NN
3100,dissipating,1,0,0,dissip,VBG
3101,dissipation,1,0,0,dissip,NN
3102,dissolution,2,0,0,dissolut,NN
3103,dissolved,1,0,0,dissolv,JJ
3104,dissuade,3,0,0,dissuad,VB
3105,dissuaded,1,0,0,dissuad,VBN
3106,distance,53,0,0,distanc,NN
3107,distances,2,0,0,distanc,NN
3108,distant,15,0,0,distant,JJ
3109,distantly,1,0,0,distantli,RB
3110,distaste,2,0,0,distast,NN
3111,distinct,4,0,0,distinct,JJ
3112,distinction,19,0,0,distinct,NN
3113,distinctions,2,0,0,distinct,NNS
3114,distinctness,1,0,0,distinct,NN
3115,distinguish,12,0,0,distinguish,VB
3116,distinguishable,1,0,0,distinguish,NNS
3117,distinguished,16,0,0,distinguish,VBN
3118,distinguishes,1,0,0,distinguish,VBZ
3119,distinguishing,5,0,0,distinguish,VBG
3120,distract,3,0,0,distract,VB
3121,distracted,2,0,0,distract,JJ
3122,distractedly,1,0,0,distractedli,RB
3123,distraction,1,0,0,distract,NN
3124,distracts,1,0,0,distract,VBZ
3125,distress,55,0,0,distress,NN
3126,distressbut,1,0,0,distressbut,JJ
3127,distressed,30,0,0,distress,VBN
3128,distresses,2,0,0,distress,NNS
3129,distressfully,1,0,0,distress,RB
3130,distressing,24,0,0,distress,VBG
3131,distressingone,1,0,0,distressingon,NN
3132,distribute,1,0,0,distribut,VB
3133,distributed,1,0,0,distribut,VBN
3134,distrust,5,0,0,distrust,VB
3135,distrusted,2,0,0,distrust,VBD
3136,distrusthow,1,0,0,distrusthow,JJ
3137,distrusting,1,0,0,distrust,VBG
3138,disturb,6,0,0,disturb,VB
3139,disturbance,5,0,0,disturb,NN
3140,disturbed,6,0,0,disturb,VBN
3141,disturber,1,0,0,disturb,NN
3142,disturbers,1,0,0,disturb,NNS
3143,disturbing,1,0,0,disturb,VBG
3144,diversified,2,0,0,diversifi,NN
3145,diversion,4,0,0,divers,NN
3146,diversities,1,0,0,divers,NN
3147,divert,1,0,0,divert,VBP
3148,diverted,3,0,0,divert,JJ
3149,diverting,2,0,0,divert,VBG
3150,divide,7,0,0,divid,VB
3151,divided,19,0,0,divid,VBN
3152,dividing,1,0,0,divid,VBG
3153,divine,2,0,0,divin,NN
3154,divining,1,0,0,divin,VBG
3155,divinity,1,0,0,divin,NN
3156,division,7,0,0,divis,NN
3157,divisions,4,0,0,divis,NNS
3158,divorce,2,0,0,divorc,NN
3159,do,1134,0,1,do,VBP
3160,doat,1,0,0,doat,VB
3161,dockyard,10,0,0,dockyard,NN
3162,doctor,4,0,0,doctor,NN
3163,doctoring,1,0,0,doctor,VBG
3164,doctrines,1,0,0,doctrin,NNS
3165,doer,2,0,0,doer,NN
3166,does,197,0,1,doe,VBZ
3167,doge,1,0,0,doge,NNP
3168,dogs,4,0,0,dog,NNS
3169,doin,1,0,0,doin,VB
3170,doing,105,0,1,do,VBG
3171,doinghe,1,0,0,doingh,NN
3172,doings,6,0,0,do,NNS
3173,doleful,1,0,0,dole,JJ
3174,dolls,1,0,0,doll,VB
3175,domestic,25,0,0,domest,JJ
3176,domesticated,1,0,0,domest,VBD
3177,domestics,1,0,0,domest,NN
3178,dominion,2,0,0,dominion,NN
3179,done,280,0,0,done,VBN
3180,donedone,1,0,0,donedon,NN
3181,donothingness,1,0,0,donothing,NN
3182,dont,27,0,0,dont,NN
3183,doomed,2,0,0,doom,VB
3184,door,121,0,0,door,NN
3185,doorbell,1,0,0,doorbel,NN
3186,doors,42,0,0,door,NN
3187,doorway,2,0,0,doorway,JJ
3188,dormant,1,0,0,dormant,NN
3189,dormouse,1,0,0,dormous,NN
3190,dorothy,4,0,0,dorothi,NNP
3191,dose,2,0,0,dose,NN
3192,dote,1,0,0,dote,VBP
3193,doted,2,0,0,dote,VBD
3194,double,11,0,0,doubl,JJ
3195,doubled,2,0,0,doubl,JJ
3196,doubling,1,0,0,doubl,VBG
3197,doubly,3,0,0,doubli,RB
3198,doubt,111,0,0,doubt,NN
3199,doubted,14,0,0,doubt,VBD
3200,doubtful,9,0,0,doubt,JJ
3201,doubting,11,0,0,doubt,VBG
3202,doubtingly,2,0,0,doubtingli,NN
3203,doubtless,4,0,0,doubtless,JJ
3204,doubts,20,0,0,doubt,NNS
3205,douglas,1,0,0,dougla,NNP
3206,dove,1,0,0,dove,NNP
3207,dovedale,2,0,0,dovedal,JJ
3208,dowager,3,0,0,dowag,NN
3209,down,252,0,1,down,RP
3210,downcast,2,0,0,downcast,JJ
3211,downs,1,0,0,down,NN
3212,downstairs,8,0,0,downstair,NN
3213,downy,1,0,0,downi,NN
3214,doze,2,0,0,doze,NN
3215,dozen,13,0,0,dozen,NN
3216,dozens,5,0,0,dozen,NNS
3217,dr,59,0,0,dr,NNP
3218,draft,1,0,0,draft,NN
3219,dragged,1,0,0,drag,VBN
3220,dragoons,1,0,0,dragoon,NNPS
3221,drakes,1,0,0,drake,NNS
3222,dramatic,1,0,0,dramat,JJ
3223,dramatis,1,0,0,dramati,NNP
3224,drank,5,0,0,drank,VBD
3225,draughts,2,0,0,draught,NNS
3226,draw,16,0,0,draw,VB
3227,drawback,9,0,0,drawback,NN
3228,drawbacks,1,0,0,drawback,NNS
3229,drawbridge,1,0,0,drawbridg,NN
3230,drawer,4,0,0,drawer,NN
3231,drawers,4,0,0,drawer,NNS
3232,drawing,19,0,0,draw,VBG
3233,drawingroom,62,0,0,drawingroom,NN
3234,drawingrooms,1,0,0,drawingroom,NN
3235,drawings,1,0,0,draw,NNS
3236,drawn,22,0,0,drawn,VBN
3237,draws,1,0,0,draw,VBZ
3238,dread,21,0,0,dread,NN
3239,dreaded,13,0,0,dread,VBD
3240,dreadful,37,0,0,dread,JJ
3241,dreadfully,10,0,0,dread,RB
3242,dreading,3,0,0,dread,VBG
3243,dream,5,0,0,dream,NN
3244,dreamer,1,0,0,dreamer,NN
3245,dreamt,1,0,0,dreamt,NN
3246,dresden,1,0,0,dresden,NNP
3247,dress,41,0,0,dress,NN
3248,dressed,24,0,0,dress,VBN
3249,dresses,6,0,0,dress,NN
3250,dressing,9,0,0,dress,VBG
3251,dressingcloset,1,0,0,dressingcloset,NN
3252,dressingclosets,2,0,0,dressingcloset,JJ
3253,dressinggown,1,0,0,dressinggown,JJ
3254,dressingroom,7,0,0,dressingroom,NN
3255,dressingrooms,1,0,0,dressingroom,JJ
3256,dressmaker,2,0,0,dressmak,NN
3257,drew,34,0,0,drew,VBD
3258,driest,1,0,0,driest,JJS
3259,drift,1,0,0,drift,NN
3260,drily,1,0,0,drili,NN
3261,drilymr,1,0,0,drilymr,JJ
3262,drink,15,0,0,drink,VB
3263,drinking,7,0,0,drink,NN
3264,drinks,1,0,0,drink,NNS
3265,dripping,1,0,0,drip,VBG
3266,drive,37,0,0,drive,VB
3267,driven,19,0,0,driven,VBN
3268,driver,1,0,0,driver,NN
3269,driving,16,0,0,drive,VBG
3270,droll,1,0,0,droll,NN
3271,drooping,1,0,0,droop,VBG
3272,drop,5,0,0,drop,VB
3273,dropped,4,0,0,drop,NN
3274,dropping,1,0,0,drop,VBG
3275,drops,2,0,0,drop,NNS
3276,dropt,6,0,0,dropt,NN
3277,drove,25,0,0,drove,VBD
3278,drown,1,0,0,drown,VB
3279,drowned,1,0,0,drown,VBN
3280,druggist,1,0,0,druggist,NN
3281,drummond,3,0,0,drummond,NNP
3282,drunk,2,0,0,drunk,NN
3283,drunken,1,0,0,drunken,VB
3284,dry,7,0,0,dri,JJ
3285,dryer,1,0,0,dryer,JJ
3286,du,1,0,0,du,NN
3287,duberley,1,0,0,duberley,NNP
3288,duchess,1,0,0,duchess,NN
3289,ducks,2,0,0,duck,NN
3290,ductility,1,0,0,ductil,NN
3291,due,37,0,0,due,JJ
3292,duel,1,0,0,duel,NN
3293,duenna,1,0,0,duenna,NN
3294,duet,1,0,0,duet,NN
3295,duets,3,0,0,duet,NN
3296,duke,3,0,0,duke,NN
3297,dull,11,0,0,dull,JJ
3298,dullest,2,0,0,dullest,JJS
3299,dullness,1,0,0,dull,NN
3300,dulness,1,0,0,dul,NN
3301,duly,4,0,0,duli,RB
3302,duodecimo,1,0,0,duodecimo,NNS
3303,dupe,3,0,0,dupe,NN
3304,duped,5,0,0,dupe,VBN
3305,duplicity,3,0,0,duplic,NN
3306,durability,1,0,0,durabl,NN
3307,durable,1,0,0,durabl,JJ
3308,duration,5,0,0,durat,NN
3309,during,52,0,1,dure,IN
3310,dusk,1,0,0,dusk,NN
3311,dust,4,0,0,dust,NN
3312,duties,18,0,0,duti,NNS
3313,dutiful,2,0,0,duti,JJ
3314,dutifully,3,0,0,duti,RB
3315,duty,54,0,0,duti,NN
3316,dwell,10,0,0,dwell,VB
3317,dwelling,13,0,0,dwell,VBG
3318,dwells,1,0,0,dwell,VBZ
3319,dwelt,13,0,0,dwelt,VBN
3320,dwindle,1,0,0,dwindl,VB
3321,dye,1,0,0,dye,JJ
3322,dying,8,0,0,die,VBG
3323,e,1,0,0,e,NN
3324,each,190,0,1,each,DT
3325,eager,45,0,0,eager,JJ
3326,eagerly,35,0,0,eagerli,RB
3327,eagerness,25,0,0,eager,NN
3328,ear,9,0,0,ear,NN
3329,earl,1,0,0,earl,NNP
3330,earlier,16,0,0,earlier,JJR
3331,earliest,18,0,0,earliest,JJS
3332,earls,1,0,0,earl,NNP
3333,early,102,0,0,earli,JJ
3334,earlythe,1,0,0,earlyth,JJ
3335,earned,3,0,0,earn,VBD
3336,earnest,28,0,0,earnest,JJS
3337,earnestly,31,0,0,earnestli,RB
3338,earnestlybut,1,0,0,earnestlybut,JJ
3339,earnestness,11,0,0,earnest,NN
3340,ears,4,0,0,ear,NNS
3341,earth,4,0,0,earth,NN
3342,earthly,2,0,0,earthli,JJ
3343,earthof,1,0,0,earthof,JJ
3344,ease,55,0,0,eas,NN
3345,eased,1,0,0,eas,VBN
3346,easier,5,0,0,easier,JJR
3347,easiest,4,0,0,easiest,JJS
3348,easily,57,0,0,easili,RB
3349,easiness,3,0,0,easi,NN
3350,east,24,0,0,east,NNP
3351,easter,14,0,0,easter,NNP
3352,easterday,1,0,0,easterday,NNP
3353,easton,1,0,0,easton,NNP
3354,eastward,1,0,0,eastward,NN
3355,easy,61,0,0,easi,JJ
3356,easyhe,1,0,0,easyh,JJ
3357,eat,20,0,0,eat,VB
3358,eatable,1,0,0,eatabl,JJ
3359,eating,8,0,0,eat,VBG
3360,eatingroom,1,0,0,eatingroom,NN
3361,ebony,3,0,0,eboni,NN
3362,ebook,3,0,0,ebook,NNP
3363,eccentric,1,0,0,eccentr,JJ
3364,ecclesford,11,0,0,ecclesford,NNP
3365,echo,4,0,0,echo,VB
3366,echoed,2,0,0,echo,VBD
3367,eclaircissement,1,0,0,eclairciss,NN
3368,eclat,3,0,0,eclat,NN
3369,eclipsed,1,0,0,eclips,VBN
3370,economical,2,0,0,econom,JJ
3371,economically,1,0,0,econom,JJ
3372,economist,2,0,0,economist,NN
3373,economy,12,0,0,economi,NN
3374,ecstacy,2,0,0,ecstaci,NN
3375,ecstasies,2,0,0,ecstasi,NNS
3376,ecstasy,5,0,0,ecstasi,NN
3377,ecstatic,1,0,0,ecstat,JJ
3378,edgars,8,0,0,edgar,NNP
3379,edge,4,0,0,edg,NN
3380,edged,3,0,0,edg,VBD
3381,edifice,3,0,0,edific,NN
3382,edifices,1,0,0,edific,NNS
